Name,SMILES,Formula,MW (Da),Exact Mass (Da),Heavy Atoms,Total Atoms,Rings,Aromatic,InChIKey,LogP,TPSA (A2),HBD,HBA,Rotatable Bonds,Bertz CT,Ro5 Pass,Ro5 Violations,Ro5: MW <= 500 Da,Ro5: LogP <= 5,Ro5: HBD <= 5,Ro5: HBA <= 10
Caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,C8H10N4O2,194.194,194.080376,14,24,2,True,RYYVLZVUVIJVGH-UHFFFAOYSA-N,-1.029,61.82,0,3,0,616.53,True,0,194.19 (OK),-1.029 (OK),0 (OK),3 (OK)
